¿Cómo se llamaba el padre de Josué? (Josué 1:1.)	Nun	Moisés, Abraham, David, Isaías, Samuel	1
En la Biblia, ¿qué parte del cuerpo humano suele simbolizar la capacidad de ejercer mucha fuerza o poder? (Jeremías 32:17.)	El brazo	La pierna, el pie, la mano, el hombro, la cabeza	2
A los cristianos que regresan a su manera de vivir anterior, el apóstol Pedro los compara a un animal que vuelve al revolcadero después de ser bañado. ¿Qué animal es? (2 Pedro 2:22.)	La cerda	El perro, el gato, el caballo, el elefante, el mono	2
¿A quién se conocía por ser sacerdote y hábil copista? (Nehemías 8:9.)	A Esdras	Moisés, David, Salomón, Isaías, Jeremías	2
En vez de obedecer el mandato de Jehová de ir a Nínive, ¿adónde trató de huir Jonás? (Jonás 1:2, 3.)	A Tarsis	A Babilonia, A Egipto, A Jerusalén, A Asiria, A Fenicia	2
¿Dónde está el Négueb? (Éxodo 26:18.)	En el sur	En el norte, En el este, En el oeste, En el centro, En el este del río Jordán	2
¿En qué país escribió Pablo su carta a los Hebreos? (Hebreos 13:24.)	En Italia	En España, En Grecia, En Egipto, En Israel, En Francia	2
¿Adónde llevó el buen samaritano al israelita que encontró medio muerto en el camino? (Lucas 10:34.)	A una posada	A una sinagoga, a su casa, a un hospital, a un templo, a un mercado	2
¿Adónde llevó el buen samaritano al hombre herido para que se le atendiera? (Lucas 10:34.)	A una posada	A un hospital, a una iglesia, a su casa, a un centro de salud, a un refugio	2
¿Dónde se inició el éxodo de los israelitas? (Éxodo 12:37.)	En Ramesés	En Jerusalén, En Egipto, En el Mar Rojo, En el Monte Sinaí, En Canaán	2
¿Qué insecto se destaca en la Biblia por su laboriosidad y sabiduría instintiva? (Proverbios 6:6.)	La hormiga	La abeja, la mariposa, el escarabajo, la mosca, el grillo	2
¿A quiénes se les conocía mayormente como pastores nómadas que residían en tiendas? (Jeremías 3:2.)	A los árabes	A los egipcios, a los griegos, a los romanos, a los babilonios, a los persas	2
¿Qué designación reciben con frecuencia la ciudad de Jerusalén y sus habitantes? (Zacarías 9:9.)	Hija de Sión	Ciudad santa, Tierra santa, Judíos, Israelitas, Palestinos	2
Jesús llamó a Satanás el padre de ¿qué? (Juan 8:44)	De la mentira	De la verdad, de la justicia, de la bondad, de la sabiduría, de la paz	2
¿Hacia dónde estaban orientadas tanto la entrada del tabernáculo como la del templo? (Números 3:38.)	Hacia el este	Hacia el oeste, hacia el norte, hacia el sur, hacia el noroeste, hacia el sureste	2
¿En qué dirección miraban el tabernáculo y los templos que se construyeron posteriormente? (Números 3:38.)	Hacia el este	Hacia el oeste, hacia el norte, hacia el sur, hacia el este y el oeste, hacia ninguna dirección en particular	2
¿En los días de quién se dio comienzo a “invocar el nombre de Jehová”? (Génesis 4:26.)	En los de Enós	En los de Adán, En los de Enoc, En los de Noé, En los de Abraham, En los de Moisés	2
¿De qué queda libre la mujer cuando muere su esposo? (Romanos 7:3.)	De la ley de él	De la responsabilidad de cuidar de él, de la obligación de ser fiel a él, de la necesidad de consultarlo en todas las decisiones, de la carga de mantener su hogar	2
¿Qué no había sucedido antes de que apareciera la vegetación durante el tercer día creativo? (Génesis 2:5.)	No había llovido	No había sol, no había animales, no había agua, no había tierra, no había luz	2
¿Cuántos testigos se necesitan para establecer un asunto? (2 Corintios 13:1.)	Un mínimo de dos	Tres, cuatro, seis, siete, diez	2
¿Cómo se llamaban los tres hijos de Noé? (Génesis 10:1.)	Sem, Cam y Jafet	Abraham, Isaac y Jacob, Moisés, Aarón y Josué, Pedro, Santiago y Juan, David, Salomón y Absalón, Adán, Caín y Abel	2
¿Quién dice el proverbio que es “una corona para su dueño”? (Proverbios 12:4.)	La esposa capaz	El rey Salomón, el apóstol Pablo, el profeta Isaías, el sabio Confucio, el filósofo Aristóteles	2
¿De qué ciudad salió Abrán para viajar a la tierra de Canaán, en obediencia a la palabra de Jehová? (Génesis 15:7.)	De Ur de los caldeos	De Jerusalén, De Babilonia, De Egipto, De Damasco, De Roma	2
¿Dónde se encontraba Jesús cuando llamó a Pedro, Andrés, Santiago y Juan para que fueran sus seguidores? (Mateo 4:18-22.)	En el mar de Galilea	En el templo de Jerusalén, en la casa de Pedro, en el desierto, en la montaña, en la ciudad de Nazaret	2
Según Salomón, ¿qué tiene “todo asunto bajo los cielos”? (Eclesiastés 3:1.)	Un tiempo señalado	Un propósito específico, Una solución, Un resultado predecible, Un significado profundo, Una respuesta clara	2
¿Con qué expresión solía referirse Pablo a quienes trabajaban con él? (Filipenses 4:3.)	Colaboradores míos	Amigos cercanos, Compañeros de trabajo, Socios en el ministerio, Ayudantes fieles, Asistentes leales	2
¿Cuál dijo Jesús que era “la más pequeña de todas las semillas que hay en la tierra”? (Marcos 4:31.)	El grano de mostaza	El trigo, la cebada, el maíz, el arroz, la avena	2
¿Quién tomó por borracha a la justa Ana y la reprendió? (1 Samuel 1:13, 14.)	El sumo sacerdote Elí	Saúl, David, Samuel, Josué, Moisés	2
¿Adónde envió Jesús al ciego para que se lavara y recibiera la vista? (Juan 9:7.)	Al estanque de Siloam	Al río Jordán, Al mar Muerto, Al río Nilo, Al lago de Galilea, Al mar Mediterráneo	2
¿Dónde estaba descansando Jesús mientras conversaba con la samaritana? (Juan 4:6.)	En la fuente de Jacob	En el templo, En la sinagoga, En la casa de un amigo, En la montaña, En el río Jordán	2
¿A quién dijo Pablo que “toda familia en el cielo y en la tierra debe su nombre”? (Efesios 3:14, 15.)	Al Padre, Jehová Dios	A Jesús, A los apóstoles, A los líderes de la iglesia, A los santos, A los ángeles	2
Pablo aconsejó a Timoteo entrenarse con un objetivo. ¿Cuál era? (1 Timoteo 4:7.)	Cultivar devoción piadosa	Correr una maratón, ganar una competencia, mejorar su apariencia física, aumentar su fuerza muscular, aprender una habilidad nueva	2
¿Quién era el padre de Jezabel? (1 Reyes 16:31.)	Etbaal, rey de los sidonios	Acab, Elías, Josafat, Nabot, Eliseo	2
Cuando muere una persona, ¿qué perece con ella? (Eclesiastés 9:6.)	Su amor, su odio y sus celos	Su cuerpo, su alma, sus posesiones, su memoria, su legado	2
¿A quiénes identificaron los vecinos de Nazaret como los hermanos de Jesús? (Marcos 6:3.)	Santiago, José, Judas y Simón	Pedro, Juan, Andrés, Felipe, Tomás	2
¿A lomos de qué animal entró Jesús triunfante en Jerusalén? (Juan 12:14, 15.)	A lomos de un pollino de un asna	A lomos de un caballo, a lomos de un elefante, a lomos de un camello, a lomos de un buey, a lomos de un león	2
¿A quién le cortó Pedro la oreja derecha con una espada cuando llegó la muchedumbre para arrestar a Jesús? (Juan 18:10.)	A Malco, el esclavo del sumo sacerdote	A Judas, a Juan, a Simón, a Caifás, a Barrabás	2
¿Por qué es una necedad adorar ídolos? (Salmo 115:4-8.)	Son obra del hombre	Porque los ídolos tienen poder divino, porque son la representación física de los dioses, porque traen buena suerte, porque son una tradición cultural importante, porque son una forma de conectarse con los antepasados	2
Según indica el apóstol Juan, ¿qué invitación se hace a todos los que tengan “sed” de justicia? (Revelación [Apocalipsis] 22:17.)	Tomar gratis agua de vida	Ir a la iglesia, hacer buenas obras, pagar por la salvación, seguir ciertas reglas, unirse a una secta	2
Pablo y Áquila tenían algo en común. ¿Qué era? (Hechos 18:3.)	Hacer tiendas de campaña	Ser carpinteros, ser hermanos, ser pescadores, ser amigos, ser discípulos de Jesús	2
¿Qué hacía la fuerza activa de Dios después de la creación de la Tierra? (Génesis 1:2)	Movía sobre las aguas	Descansaba, Creaba otros planetas, Observaba la Tierra desde lejos, No se menciona en la Biblia, Creaba animales y plantas	2
Como dijo Jesús, ¿por qué no se pone el vino nuevo en odres viejos? (Marcos 2:22.)	Los cueros reventarían	Porque el vino nuevo necesita un recipiente nuevo, Porque el sabor del vino se mezclaría con el olor del cuero viejo, Porque los odres viejos ya no son aptos para contener líquidos, Porque el vino nuevo necesita un ambiente fresco y los odres viejos no lo proporcionan, Porque los odres viejos podrían contaminar el vino nuevo con bacterias o impurezas	2
¿Cómo murió el rey Saúl? (1 Samuel 31:3, 4.)	Se suicidio con su espada	Fue asesinado por un enemigo en la batalla, Fue envenenado por uno de sus consejeros, Murió de una enfermedad terminal, Fue ejecutado por traición, Fue asesinado por uno de sus propios soldados	2
¿Por qué se llamaba a los nefilim “los hombres de fama”? (Génesis 6:4.)	Por su temible reputación	Porque eran famosos por su belleza física, Porque eran famosos por su riqueza y poder, Porque eran famosos por su sabiduría y conocimiento, Porque eran famosos por su habilidad en la guerra, Porque eran famosos por su linaje divino	2
“Las obras de la carne” impiden heredar el Reino de Dios. ¿Cuáles son? (Gálatas 5:19-21.)	Fornicación, idolatría, enemistades, borracheras, y otras	Comer carne, Hacer ejercicio, Leer libros de ficción, Escuchar música pop, Ver películas de terror	2
¿Qué hijo de Jacob lleva un nombre que significa “Buena Fortuna”, tomado de la exclamación que hizo Lea después de haberlo dado a luz? (Génesis 30:11.)	Gad	Rubén, Simeón, Leví, Judá, Dan	3
¿Qué nombre de uno de los doce hijos de Jacob significa “Buena Fortuna”? (Génesis 30:11.)	Gad	Rubén, Simeón, Leví, Judá, Dan	3
Según predijo Jesús, ¿cuántas veces lo repudiaría Pedro? (Mateo 26:75.)	Tres	Dos, Cuatro, Seis, Siete, Ninguna	3
¿Dónde ejecutó Jesús su primer milagro? (Juan 2:11.)	Caná	Jerusalén, Nazaret, Belén, Betania, Cafarnaúm	3
¿Cuántas veces al año tenían que ir a Jerusalén para “presentarse delante de Jehová” los varones israelitas? (Deuteronomio 16:16.)	Tres	Dos, Cuatro, Seis, Una, Ninguna	3
¿Cuántos hijos predijo Dios que tendría Ismael, uno de los hijos de Abrahán? (Génesis 17:20; 25:16.)	Doce	Tres, siete, diez, veinte, cincuenta	3
Aunque Pablo menciona que los corintios fieles eran “carta de Cristo” escrita en corazones, ¿qué dice que no se usó? (2 Corintios 3:3)	Tinta	Papel, Pluma, Pergamino, Escritura, Tintero	3
¿De qué ciudad caldea le mandó Jehová a Abrán que saliera? (Génesis 11:31; 12:1.)	De Ur	De Babilonia, De Nínive, De Asiria, De Egipto, De Damasco	3
¿De qué otra forma puede pronunciarse el nombre divino? (Éxodo 6:3, nota.)	Yahweh	Jehová, Yehová, Jehovah, Yahveh, Yahovah	3
¿Cuál es el fruto del espíritu de Dios mencionado en tercer lugar? (Gálatas 5:22.)	La paz	El amor, la paciencia, la bondad, la fe, la alegría	3
¿Cómo llaman las Escrituras Hebreas a los esposos en relación con sus esposas? (Ester 1:20)	Dueños	Amigos, Compañeros, Socios, Parejas, Cónyuges	3
¿Qué metal se emplea para aguzar objetos hechos del mismo material? (Proverbios 27:17.)	Hierro	Oro, plata, cobre, bronce, acero	3
¿Qué ciudad no destruyó Jehová cuando el rey y sus súbditos se arrepintieron de su maldad? (Jonás 3:1-10.)	Nínive	Babilonia, Jerusalén, Roma, Atenas, Cartago	3
En una profecía sobre la restauración, ¿de qué animal se dice que “comerá paja justamente como el toro”? (Isaías 65:25.)	El león	El caballo, la vaca, el elefante, el rinoceronte, el hipopótamo	3
En el camino de Emaús, ¿quién dio a entender que Jesús quizás fuera un extranjero, puesto que parecía desconocer lo ocurrido en Jerusalén? (Lucas 24:18.)	Cleopas	Pedro, Juan, María Magdalena, Santiago, Andrés	3
¿Cómo se llamaba la corona en su forma primitiva? (2 Reyes 11:12.)	Diadema	Corona de oro, Corona real, Corona de laurel, Corona de espinas, Corona de flores	3
¿Qué designación recibe Jehová en vista de que es la altura segura y el refugio de su pueblo? (Salmo 62:7.)	La roca	El viento, El agua, El fuego, El sol, La luna	3
¿A qué César apeló Pablo? (Hechos 25:11, 21.)	A Nerón	A Julio César, A Augusto, A Tiberio, A Calígula, A Claudio	3
¿Qué título aplica en exclusividad a Jesús y no a sus seguidores? (Mateo 23:10.)	Caudillo	Rey, Salvador, Mesías, Señor, Maestro	3
¿A cuál de los tres compañeros de Daniel se le dio en Babilonia el nombre de Mesac? (Daniel 1:7.)	A Misael	A Ananías, a Azarías, a Sadrac, a Beltsasar, a Nabucodonosor	3
Según dijo Pedro, ¿qué miembro del cuerpo es importante que controlemos para obtener el favor de Jehová? (1 Pedro 3:10-12.)	La lengua	Los ojos, las manos, los pies, los oídos, la nariz	3
Al finalizar Pablo su primer viaje misional, ¿en qué ciudad de Asia Menor se embarcó de regreso a Antioquía de Siria? (Hechos 14:25, 26.)	En Atalia	En Éfeso, En Corinto, En Mileto, En Tarso, En Cesarea	3
En cumplimiento de la palabra de Jehová, ¿qué animales devoraron a la malvada Jezabel? (2 Reyes 9:36.)	Los perros	Los leones, los osos, los lobos, los chacales, los hienas	3
¿Qué hizo Jesús para evitar que lo lapidaran? (Juan 8:59.)	Esconderse	Pidió clemencia, convenció a la multitud, se defendió verbalmente, huyó del lugar, usó algún tipo de poder sobrenatural	3
¿Cuál es una de las plantas que más se menciona en la Biblia además del olivo y la vid? (Juan 1:48)	La higuera	El cedro, el lirio, el trigo, el enebro, el mirto	3
¿Qué insecto se destaca por su laboriosidad y sabiduría instintiva? (Proverbios 6:6.)	La hormiga	La abeja, la mariposa, el escarabajo, la mosca, el grillo	3
¿Qué designación se aplicaba en la Biblia a las personas que no eran de origen israelita? (Esdras 10:2.)	Extranjeras	Gentiles, Paganos, Bárbaros, Forasteros, No circuncidados	3
¿Qué ave se destaca de la mayoría por tener ambos ojos dispuestos frontalmente, lo que le permite ver un objeto con los dos simultáneamente? (Salmo 102:6.)	El mochuelo	El águila, el búho, el cuervo, el colibrí, el pingüino	3
¿De qué participó Jesús con sus discípulos la noche antes de su muerte? (Lucas 22:20.)	De una cena	De una fiesta, de una reunión, de una ceremonia, de una procesión, de una oración	3
¿Hacia qué ciudad remaban los discípulos de Jesús cuando lo vieron andando sobre el mar? (Marcos 6:45-49.)	Hacia Betsaida	Jerusalén, Nazaret, Belén, Cafarnaúm, Damasco	3
¿Qué tendría que hacer quien quisiera ser el primero entre sus hermanos? (Marcos 10:44.)	Ser su esclavo	Ser el más fuerte, ser el más inteligente, ser el más rico, ser el más popular, ser el más guapo	3
¿A quién dirigió Agur las palabras que se encuentran en el capítulo 30 de Proverbios? (Proverbios 30:1.)	A Itiel y Ucal	A Salomón, A David, A Moisés, A Josué, A Samuel	3
¿A cuántos discípulos envió Jesús delante de sí en su campaña final de testimonio en Judea? (Lucas 10:1.)	70 (35 parejas)	1(6 parejas), 50 (25 parejas), 100 (50 parejas), 200 (100 parejas), 500 (250 parejas)	3
Cuando Pablo llegó a Atenas durante su segundo viaje misional, ¿qué dos personas solicitó que “vinieran a él cuanto antes”? (Hechos 17:15.)	Silas y Timoteo	Pedro y Juan, María y Marta, Lucas y Marcos, Andrés y Felipe, Santiago y Judas	3
Según explicó Jesús, ¿de qué no puede ser esclava la persona que sirve a Dios? (Lucas 16:13.)	De las riquezas	Del poder, de la fama, de la vanidad, del egoísmo, de la lujuria	3
Para evitar que el Faraón diera muerte a Moisés, ¿entre qué plantas se le escondió cuando era niño? (Éxodo 2:3.)	Entre las cañas	Entre los arbustos, entre los árboles, entre las flores, entre los juncos, entre los helechos	3
¿Qué cualidad les falta a aquellos a quienes Dios hará que “[abunden] en plena potencia”? (Isaías 40:29.)	Energía dinámica	Sabiduría, paciencia, humildad, amor, fe	3
Según Jesús, ¿cómo se reconocería a los falsos profetas? (Mateo 7:15, 16.)	Por sus frutos	Por su apariencia física, Por su habilidad para hablar en público, Por su riqueza material, Por su popularidad entre la gente, Por su capacidad para realizar milagros	3
Según el apóstol Pedro, ¿qué cualidad debemos manifestar para recibir la bondad inmerecida de Dios? (1 Pedro 5:5.)	Humildad mental	Fe, obediencia, generosidad, valentía, sabiduría	3
¿Qué nombre recibía la madre del rey Ezequías? (2 Reyes 18:2; 2 Crónicas 29:1.)	Abías, abreviado Abí	Abigail, Abisag, Abital, Ada, Adina	3
¿Qué conocía Timoteo “desde la infancia” que podía hacerlo “sabio para la salvación”? (2 Timoteo 3:15.)	Los santos escritos	Los cuentos populares de su cultura, Las enseñanzas de su familia, Las tradiciones religiosas de su comunidad, Las historias de héroes y líderes antiguos, Las experiencias personales de su vida	3
¿Qué tres hombres llevaron a David las provisiones que tanto necesitaba cuando tuvo que huir de Jerusalén debido a la rebelión de Absalón? (2 Samuel 17:27-29.)	Sobí, Makir y Barzilai	Saúl, Jonatán, Samuel, Natán, Joab	3
¿Por cuál puerta dijo Jesús que deberíamos entrar para encontrar “el camino que conduce a la vida”? (Mateo 7:13, 14.)	Por la puerta angosta	Por la puerta grande, Por la puerta trasera, Por la puerta lateral, Por la puerta de emergencia, Por cualquier puerta	3
En lugar de tomar polvo del suelo para que fuera una creación separada, ¿a partir de qué formó Dios a Eva? (Génesis 2:21, 22.)	De una costilla de Adán	De barro, de arcilla, de tierra, de arena, de piedra	3
¿Qué requisito señaló Jehová respecto a lo que debía ofrecérsele, se tratara de un ser humano, un animal o algún producto? (Proverbios 3:9.)	Que fueran las primicias	Que fuera lo mejor, que fuera lo más caro, que fuera lo más grande, que fuera lo más bonito, que fuera lo más valioso	3
Ya en fecha muy temprana, ¿qué evaluación hizo Dios del corazón del hombre? (Génesis 8: 21.)	‘Malo desde su juventud’	Bueno desde su juventud', 'Inocente desde su juventud', 'Perfecto desde su juventud', 'Puro desde su juventud', 'Santo desde su juventud'	3
¿En qué tres idiomas se escribió la Biblia originalmente? (Esdras 4:7; Revelación 9:11.)	En hebreo, arameo y griego	Inglés, español, francés, alemán, italiano	3
¿Cómo se identificó Pablo en la mayoría de las cartas inspiradas que escribió? (Efesios 1:1.)	Como apóstol de Cristo Jesús	Como líder de la iglesia, como evangelista, como profeta, como maestro, como discípulo de Jesús	3
Cuando Jezabel mandó matar a los profetas de Jehová, ¿quién escondió a 100 de ellos en cuevas? (1 Reyes 18:3, 4.)	Abdías, el mayordomo del palacio	Elías, Eliseo, Josué, Samuel, Isaías	3
De acuerdo con el apóstol Pablo, ¿qué beneficio nos reportará permitir que la disciplina nos entrene? (Hebreos 12:11.)	Fruto pacífico y justicia	Salud física, riquezas materiales, sabiduría divina, poder sobrenatural, felicidad eterna	3
En vista de que María no podía sacrificar un carnero tras el nacimiento de Jesús, ¿qué opción le daba la Ley? (Lucas 2:24.)	Tórtolas o pichones	Un cordero adulto, Un buey, Una cabra, Un ternero, Un cerdo	3
Dado que Zelofehad no tuvo hijos varones, ¿qué decretó Jehová? (Números 27:1-8.)	Hijas reciben herencia	Hijas no reciben herencia, Hijas deben casarse para recibir herencia, Hijas deben tener hijos varones para recibir herencia, Hijas deben compartir la herencia con otros parientes varones, Jehová no hizo ningún decreto	3
¿Por qué se subió Zaqueo a una higuera moral? (Lucas 19:3, 4.)	Pequeña estatura, ver Jesús	Para escapar de la multitud, para recolectar higos, para espiar a la gente, para esconderse de Jesús, para hacer una demostración de habilidad física	3
¿Por qué se consideraba Pablo “el más pequeño de los apóstoles”? (1 Corintios 15:9.)	Perseguir la congregación de Dios	Porque era el más joven, porque era el más bajo de estatura, porque tenía menos experiencia que los demás, porque no tenía tanto conocimiento como los demás, porque no había realizado tantos milagros como los demás	3
¿De qué podemos estar seguros si andamos “exentos de falta”? (Salmo 84:11.)	Jehová no retendrá nada	No tendremos problemas en la vida, Seremos recompensados con riquezas y éxito, No necesitaremos la ayuda de Dios, Seremos perfectos y sin errores, No tendremos que enfrentar las consecuencias de nuestros actos	3
¿Por qué se exhorta a los cristianos a orar “respecto a reyes y a todos los que están en alto puesto”? (1 Timoteo 2:1, 2.)	Vivir una vida tranquila	Para obtener favores y beneficios del gobierno, Para mostrar sumisión y obediencia a las autoridades, Para evitar castigos y represalias, Para influir en las decisiones políticas y sociales, Para demostrar poder y control sobre los líderes políticos	3
En lugar de hacer juramentos irreflexivos, ¿a qué exhortó Jesús? (Mateo 5:37.)	Significar su palabra	Hacer promesas grandiosas, Decir mentiras piadosas, Engañar a los demás, Ser hipócrita, Ser deshonesto	3
¿Qué cuatro mujeres de las que fueron a la tumba de Jesús para tratar su cuerpo con especias se mencionan por nombre? (Marcos 16:1; Lucas 24:10.)	María Magdalena, Salomé, Juana, y María	Ana, Sara, Rebeca y Raquel, Isabel, Marta, María y Sara, Ruth, Ester, Débora y Noemí, Claudia, Julia, Flavia y Livia, Susana, Miriam, Leah y Rahab	3
¿Qué tenemos que hacer, según Pablo, para “[correr] con aguante la carrera que está puesta delante de nosotros”? (Hebreos 12:1.)	Quitarnos los pesos y pecados	Pedir ayuda a otros corredores, Tomar descansos frecuentes durante la carrera, Ignorar los obstáculos en el camino, Aceptar los pesos y pecados como parte de la carrera, Competir contra otros corredores en lugar de enfocarnos en nuestra propia carrera	3
¿Por qué son conocidos los hijos de Lamec, a saber, Jabal y Jubal? (Génesis 4:20, 21.)	Fundadores de ganaderos y músicos	Por ser grandes guerreros, Por ser líderes religiosos, Por ser famosos comerciantes, Por ser inventores de herramientas, Por ser exploradores de nuevas tierras	3
¿Qué hizo Nabucodonosor en cuanto Daniel le interpretó el sueño de la imagen? (Daniel 2:46, 47.)	Rindió homenaje a Daniel y alabó a Jehová	Ordenó la ejecución de Daniel, Ignoró la interpretación de Daniel y buscó otra respuesta, Se enojó con Daniel por revelar la verdad, Le ofreció a Daniel un puesto de alto rango en su gobierno, Decidió adorar a la imagen en lugar de a Jehová	3
En la parábola del sembrador, ¿por qué se marchita la planta cuya semilla brota en terreno rocoso? (Marcos 4:5, 6.)	Sin raíces, expuesta al sol abrasador	Porque el terreno rocoso no tiene suficiente nutrientes para la planta, Porque la semilla no fue plantada lo suficientemente profundo en el suelo, Porque la planta no recibió suficiente agua, Porque la planta fue atacada por plagas o enfermedades, Porque la semilla no era de buena calidad	3
¿Qué comentario comprensivo hizo Jesús cuando sus discípulos lo decepcionaron al quedarse dormidos la noche en que fue traicionado? (Marcos 14:38.)	El espíritu está pronto, la carne es débil	No puedo creer que me hayan fallado de esta manera, ¿No pueden mantenerse despiertos ni siquiera una hora?, Esto demuestra que no son verdaderos seguidores míos, Me han decepcionado profundamente, No merecen estar conmigo si no pueden mantenerse despiertos en momentos importantes	3
